ticker,,mean,std,skew,kurt,log_ret,sector
ORCL,L4/L2,3.4106839317751483e-06,0.003003210033589031,-12.537907111442385,1448.8905148854835,0.9942837197578415,Industrial
PH,L1,-6.390523431650522e-05,0.0040678984022237165,-13.389860207794275,655.426376714462,-6.390523431650522e-05,Industrial
PH,L2,-6.390523431650522e-05,0.0040678984022237165,-13.389860207794275,655.426376714462,0.0004373273453458239,Industrial
PH,L3/L2,-6.390523431650522e-05,0.0040678984022237165,-13.389860207794275,655.426376714462,-0.14259992993804554,Industrial
PH,L4/L2,-6.390523431650522e-05,0.0040678984022237165,-13.389860207794275,655.426376714462,0.9650872268480667,Industrial
QCOM,L1,8.177612634289795e-05,0.005233343211127729,2.824794380739172,148.1305609713967,8.177612634289796e-05,Industrial
QCOM,L2,8.177612634289795e-05,0.005233343211127729,2.824794380739172,148.1305609713967,0.000725338289810072,Industrial
QCOM,L3/L2,8.177612634289795e-05,0.005233343211127729,2.824794380739172,148.1305609713967,0.10807203822072456,Industrial
QCOM,L4/L2,8.177612634289795e-05,0.005233343211127729,2.824794380739172,148.1305609713967,0.9514794023113519,Industrial
UNP,L1,-6.007089695500617e-05,0.0031725394283210304,-1.0828717478344485,158.93932710712375,-6.0070896955006185e-05,Industrial
UNP,L2,-6.007089695500617e-05,0.0031725394283210304,-1.0828717478344485,158.93932710712375,0.000382825484223668,Industrial
UNP,L3/L2,-6.007089695500617e-05,0.0031725394283210304,-1.0828717478344485,158.93932710712375,-0.15057950261823266,Industrial
UNP,L4/L2,-6.007089695500617e-05,0.0031725394283210304,-1.0828717478344485,158.93932710712375,0.9638729704471151,Industrial
UPS,L1,-4.403705946920122e-05,0.003201594039573305,-1.5739015603908386,280.60426362254793,-4.403705946920125e-05,Industrial
UPS,L2,-4.403705946920122e-05,0.003201594039573305,-1.5739015603908386,280.60426362254793,0.0003477487262035578,Industrial
UPS,L3/L2,-4.403705946920122e-05,0.003201594039573305,-1.5739015603908386,280.60426362254793,-0.12211959592166458,Industrial
UPS,L4/L2,-4.403705946920122e-05,0.003201594039573305,-1.5739015603908386,280.60426362254793,0.9681575046707039,Industrial
XRX,L1,-7.59661236899626e-05,0.0062558895426533135,0.6800277791759429,168.9118912648896,-7.596612368996265e-05,Industrial
XRX,L2,-7.59661236899626e-05,0.0062558895426533135,0.6800277791759429,168.9118912648896,0.0009513465037007783,Industrial
XRX,L3/L2,-7.59661236899626e-05,0.0062558895426533135,0.6800277791759429,168.9118912648896,-0.07700320382772276,Industrial
XRX,L4/L2,-7.59661236899626e-05,0.0062558895426533135,0.6800277791759429,168.9118912648896,0.9379629851575159,Industrial
