ticker,regime,boot_id,n,AIC_Normal,BIC_Normal,logL_Normal,AIC_StudentT,BIC_StudentT,logL_StudentT,nu_hat,AIC_PearsonVII,BIC_PearsonVII,logL_PearsonVII,m_hat,scale_hat,Best_AIC
ADBE,Low,1,2105,5923.165282225242,5923.165282225242,-2961.582641112621,5850.810671877092,5856.462742623209,-2924.405335938546,12.794871525694631,5735.611098169804,5746.915239662037,-2865.805549084902,2.815009805046092,1.6208252700265882,PearsonVII
ADBE,Low,2,2105,6013.563327786185,6013.563327786185,-3006.7816638930926,5871.331272825813,5876.98334357193,-2934.6656364129067,10.513701520805544,5746.570743037715,5757.874884529948,-2871.2853715188576,2.8594379360536415,1.6478067803663239,PearsonVII
ADBE,Low,3,2105,5987.644550215688,5987.644550215688,-2993.822275107844,5859.419195949467,5865.071266695584,-2928.7095979747337,10.866176883738945,5731.472141336431,5742.776282828664,-2863.7360706682157,2.800509968554726,1.6117750319081676,PearsonVII
ADBE,Low,4,2105,6000.849758284909,6000.849758284909,-3000.4248791424543,5846.285156512604,5851.937227258721,-2922.142578256302,10.207866819866346,5698.366810016821,5709.670951509053,-2847.1834050084103,2.674628917691615,1.5336975506571133,PearsonVII
ADBE,Low,5,2105,5979.906399750273,5979.906399750273,-2989.9531998751363,5823.902560697997,5829.5546314441135,-2910.9512803489984,10.110866568786161,5657.854262315109,5669.1584038073415,-2826.9271311575544,2.584360774755923,1.4711332232221468,PearsonVII
ADBE,Medium,1,2067,5648.342332065885,5648.342332065885,-2824.1711660329424,5529.846772838799,5535.48062639848,-2763.9233864193993,11.438274051415366,5235.213702153734,5246.481409273098,-2615.606851076867,2.138846761538579,1.123833015426991,PearsonVII
ADBE,Medium,2,2067,5679.0748301892645,5679.0748301892645,-2839.5374150946323,5616.432046111553,5622.065899671235,-2807.2160230557765,14.130694089451024,5424.700274836936,5435.9679819563,-2710.350137418468,2.327977921816963,1.2864965947504117,PearsonVII
ADBE,Medium,3,2067,5823.360214775492,5823.360214775492,-2911.680107387746,5688.046894123632,5693.680747683314,-2843.023447061816,10.728892007783914,5510.992132436681,5522.259839556044,-2753.4960662183403,2.4722348729087344,1.3946948181957024,PearsonVII
ADBE,Medium,4,2067,5816.206118844708,5816.206118844708,-2908.103059422354,5767.724748707724,5773.358602267405,-2882.862374353862,14.659771543833548,5683.130751589153,5694.398458708517,-2839.5653757945765,3.049047355332858,1.7591666267807036,PearsonVII
ADBE,Medium,5,2067,5814.254319336172,5814.254319336172,-2907.127159668086,5667.90414417956,5673.537997739241,-2832.95207208978,10.984202601283808,5480.719458412319,5491.987165531683,-2738.3597292061595,2.4187098457524634,1.3550855510741773,PearsonVII
ADBE,High,1,2070,5784.756089775938,5784.756089775938,-2892.378044887969,5707.975505595898,5713.6108094821575,-2852.987752797949,12.086600349406392,5554.114168001308,5565.384775773827,-2775.057084000654,2.545592194061531,1.4467833570169517,PearsonVII
ADBE,High,2,2070,5807.137890683654,5807.137890683654,-2903.568945341827,5684.721961956215,5690.357265842475,-2841.3609809781074,10.798153854777272,5499.948730655549,5511.219338428068,-2747.9743653277746,2.4188096312711354,1.3588384265076519,PearsonVII
ADBE,High,3,2070,5873.688635761797,5873.688635761797,-2936.8443178808984,5746.649252593499,5752.284556479759,-2872.3246262967496,10.883820520567067,5610.241670697713,5621.512278470232,-2803.1208353488564,2.69875968804579,1.5488772311522319,PearsonVII
ADBE,High,4,2070,5713.747838141414,5713.747838141414,-2856.873919070707,5607.267312698192,5612.902616584452,-2802.633656349096,10.926483440444265,5356.011472388139,5367.282080160658,-2676.0057361940694,2.2130135225109417,1.1981491788366132,PearsonVII
ADBE,High,5,2070,5810.676881701468,5810.676881701468,-2905.338440850734,5738.376400510885,5744.011704397145,-2868.1882002554426,13.078544218705941,5619.811728662581,5631.0823364351,-2807.9058643312906,2.741557844587419,1.574901100767476,PearsonVII
ADP,Low,1,2105,5960.805812429513,5960.805812429513,-2980.4029062147565,5893.775056406657,5899.427127152774,-2945.8875282033287,13.499081971778221,5811.739655414034,5823.043796906267,-2903.869827707017,3.181869226271511,1.8338870781136112,PearsonVII
ADP,Low,2,2105,5913.082171634844,5913.082171634844,-2956.541085817422,5812.279807625106,5817.931878371222,-2905.139903812553,11.956088714331669,5663.367391000276,5674.671532492509,-2829.683695500138,2.572557013078613,1.4667025453758338,PearsonVII
ADP,Low,3,2105,6005.621622291532,6005.621622291532,-3002.810811145766,5880.650613385355,5886.302684131472,-2939.3253066926777,11.442462708044342,5775.667198489013,5786.971339981245,-2885.8335992445063,3.004785497628344,1.7324303921669286,PearsonVII
ADP,Low,4,2105,5942.768392602027,5942.768392602027,-2971.3841963010136,5868.050626125156,5873.702696871273,-2933.025313062578,12.916785998791221,5765.14860164184,5776.452743134073,-2880.57430082092,2.922563525750997,1.687128723717603,PearsonVII
ADP,Low,5,2105,5938.365178110532,5938.365178110532,-2969.182589055266,5809.548040073926,5815.200110820043,-2903.774020036963,10.929768313485956,5646.137930668872,5657.442072161105,-2821.068965334436,2.5467990837134997,1.4468122568448039,PearsonVII
ADP,Medium,1,2066,5851.975528594209,5851.975528594209,-2925.9877642971046,5679.879192009617,5685.512561659297,-2838.9395960048087,9.809802116056709,5483.905979206849,5495.172718506208,-2739.9529896034246,2.4179984976798887,1.3566061019775482,PearsonVII
ADP,Medium,2,2066,5860.402865994534,5860.402865994534,-2930.201432997267,5799.222858548999,5804.856228198679,-2898.6114292744996,13.586854329017015,5725.822971011423,5737.089710310782,-2860.9114855057114,3.2758641205018164,1.8883185507334395,PearsonVII
ADP,Medium,3,2066,5844.0075386558265,5844.0075386558265,-2922.0037693279132,5754.312993739169,5759.946363388848,-2876.1564968695843,12.417136668624668,5647.610169904807,5658.876909204166,-2821.8050849524034,2.880971792057459,1.6617300279354912,PearsonVII
ADP,Medium,4,2066,5848.92367714188,5848.92367714188,-2924.46183857094,5713.431660323038,5719.065029972718,-2855.715830161519,10.660341803912303,5558.722222319884,5569.988961619243,-2777.361111159942,2.5947916855243234,1.4787412650973868,PearsonVII
ADP,Medium,5,2066,5801.193978715977,5801.193978715977,-2900.5969893579886,5689.184815952646,5694.818185602326,-2843.592407976323,10.93495540588668,5517.019337161282,5528.286076460641,-2756.509668580641,2.488241583362768,1.4064236218708688,PearsonVII
ADP,High,1,2028,5300.487476904644,5300.487476904644,-2650.243738452322,5194.253042836164,5199.867848200875,-2596.126521418082,12.727251123861807,4676.00800841136,4687.237619140782,-2336.00400420568,1.858040375938459,0.8515095211054797,PearsonVII
ADP,High,2,2028,5567.5012467243,5567.5012467243,-2783.75062336215,5438.706545825707,5444.321351190418,-2718.3532729128533,11.466774839472034,5159.965151467779,5171.194762197201,-2577.9825757338895,2.128917671843231,1.1246103579894466,PearsonVII
ADP,High,3,2028,5653.24492507441,5653.24492507441,-2826.622462537205,5451.468166416655,5457.082971781366,-2724.7340832083273,10.699696897578654,5178.8402028663895,5190.069813595812,-2587.4201014331948,2.164903636147874,1.1506597562501053,PearsonVII
ADP,High,4,2028,5516.397087179892,5516.397087179892,-2758.198543589946,5443.819508965333,5449.434314330044,-2720.9097544826664,12.125097776686777,5170.999380556888,5182.228991286311,-2583.499690278444,2.137050272056282,1.1323898027626236,PearsonVII
ADP,High,5,2028,5453.23762498575,5453.23762498575,-2726.618812492875,5385.441974949549,5391.05678031426,-2691.7209874747746,12.745810573001084,5069.273088523132,5080.5026992525545,-2532.636544261566,2.2619286301600807,1.1202839270248854,PearsonVII
